search_term,uniprot_accession,gene_name,description,ec_number,synonyms,location,keywords,go_terms,family,zinc_link,cansar_link,nearest_drug_target,matching_drug_target_50,matching_drug_target_35,number_of_3d_structure,number_of_3d_structure_with_small_molecule_ligand,number_of_3d_structure_with_druggability,number_of_3d_structure_druggable,percentage_of_3d_structure_druggable,number_of_3d_structure_tractable,percentage_of_3d_structure_tractable,ligand_druggability_score,ligand_druggability_percentile_rank,matching_protein_variants,screened_compounds,screened_compounds_active,screened_compounds_active_ro5,screened_fragments,screened_fragments_active,screened_fragments_active_ro5,most_prevalent_mutation,most_prevalent_cnv,highest_expressing_celllines
,Q9UK53,ING1,"Inhibitor of growth protein 1",,"ING1_HUMAN, ING1",Nucleus,"Q9UK53 ING1_HUMAN Inhibitor of growth protein 1 Q9UK53,O00532,O43658,Q53ZR3,Q5T9G8,Q5T9G9,Q5T9H0,Q5T9H1,Q9H007,Q9HD98,Q9HD99,Q9NS83,Q9P0U6,Q9UBC6,Q9UIJ1,Q9UIJ2,Q9UIJ3,Q9UIJ4,Q9UK52  ",nucleus,,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ING1_HUMAN,https://cansarblack.icr.ac.uk/target/Q9UK53/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9P2R7,SUCLA2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",6.2.1.5,"SUCB1_HUMAN, SUCLA2",Mitochondrion,"Q9P2R7 SUCB1_HUMAN Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial Q9P2R7,B2RDE7,O95194,Q5T9Q4,Q5T9Q6,Q9NV21,Q9NVP7 ATP-specific succinyl-CoA synthetase subunit beta, Succinyl-CoA synthetase beta-A chain ","extracellular exosome, mitochondrial matrix, mitochondrion, succinate-coa ligase complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SUCB1_HUMAN,https://cansarblack.icr.ac.uk/target/Q9P2R7/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O14964,HGS,"Hepatocyte growth factor-regulated tyrosine kinase substrate",,"HGS_HUMAN, HGS, HRS","Cytoplasm, Early endosome membrane, Endosome, Multivesicular body membrane","O14964 HGS_HUMAN Hepatocyte growth factor-regulated tyrosine kinase substrate O14964,Q9NR36 Hrs, Protein pp110 HRS","cytosol, early endosome, early endosome membrane, endosome, escrt-0 complex, extracellular exosome, intracellular membrane-bounded organelle, lysosome, multivesicular body membrane, phagocytic vesicle lumen",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=HGS_HUMAN,https://cansarblack.icr.ac.uk/target/O14964/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q15542,TAF5,"Transcription initiation factor TFIID subunit 5",,"TAF5_HUMAN, TAF5, TAF2D",Nucleus,"Q15542 TAF5_HUMAN Transcription initiation factor TFIID subunit 5 Q15542,A8K5B4,B2RMR0,B7ZKJ6,Q53EM4,Q5SYD5,Q86UZ7,Q9Y4K5 Transcription initiation factor TFIID 100 kDa subunit TAF2D","actin cytoskeleton, chromatin, nucleoplasm, nucleus, transcription factor tfiid complex, transcription factor tftc complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TAF5_HUMAN,https://cansarblack.icr.ac.uk/target/Q15542/synopsis,,,,,,,,0,,0,-1.3,65,,,,,,,,,,
,Q9UQ84,EXO1,"Exonuclease 1",3.1.-.-,"EXO1_HUMAN, EXO1, EXOI, HEX1",Nucleus,"Q9UQ84 EXO1_HUMAN Exonuclease 1 Q9UQ84,O60545,O75214,O75466,Q5T396,Q96IJ1,Q9UG38,Q9UNW0 Exonuclease I EXOI, HEX1","nuclear body, nucleoplasm, nucleus, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=EXO1_HUMAN,https://cansarblack.icr.ac.uk/target/Q9UQ84/synopsis,,,,,,,,0,,0,-0.8,71,,,,,,,,,,
,Q8WVC0,LEO1,"RNA polymerase-associated protein LEO1",,"LEO1_HUMAN, LEO1, RDL",Nucleus,"Q8WVC0 LEO1_HUMAN RNA polymerase-associated protein LEO1 Q8WVC0,Q96N99 Replicative senescence down-regulated leo1-like protein RDL","cdc73/paf1 complex, centrosome, fibrillar center, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=LEO1_HUMAN,https://cansarblack.icr.ac.uk/target/Q8WVC0/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P62266,RPS23,"40S ribosomal protein S23",,"RS23_HUMAN, RPS23","Cytoplasm, Cytosol, Cytoplasm, Rough endoplasmic reticulum","P62266 RS23_HUMAN 40S ribosomal protein S23 P62266,P39028,Q6IB08 Small ribosomal subunit protein uS12 ","cytosol, cytosolic ribosome, cytosolic small ribosomal subunit, endoplasmic reticulum, membrane, nucleoplasm, polysomal ribosome, ribosome, rough endoplasmic reticulum",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RS23_HUMAN,https://cansarblack.icr.ac.uk/target/P62266/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P63244,RACK1,"Receptor of activated protein C kinase 1",,"RACK1_HUMAN, RACK1, GNB2L1","Cell membrane, Cytoplasm, Cytoplasm, Perinuclear region, Nucleus, Perikaryon, Cell projection, Dendrite, Cell projection, Phagocytic cup","P63244 RACK1_HUMAN Receptor of activated protein C kinase 1 P63244,B3KTJ0,D3DWS0,P25388,P99049,Q53HU2,Q5J8M6,Q5VLR4,Q6FH47 Cell proliferation-inducing gene 21 protein, Guanine nucleotide-binding protein subunit beta-2-like 1, Guanine nucleotide-binding protein subunit beta-like protein 12.3, Human lung cancer oncogene 7 protein, Receptor for activated C kinase, Small ribosomal subunit protein RACK1 GNB2L1","cytoplasm, cytosol, dendrite, extracellular exosome, ire1-rack1-pp2a complex, midbody, mitochondrion, neuronal cell body, nucleoplasm, nucleus, perikaryon, perinuclear region of cytoplasm, phagocytic cup, small ribosomal subunit",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RACK1_HUMAN,https://cansarblack.icr.ac.uk/target/P63244/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q8WW22,DNAJA4,"DnaJ homolog subfamily A member 4",,"DNJA4_HUMAN, DNAJA4",Membrane,"Q8WW22 DNJA4_HUMAN DnaJ homolog subfamily A member 4 Q8WW22,E9PDM9,Q6AW87,Q8N5Z4,Q8N7P2  ","cytosol, membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=DNJA4_HUMAN,https://cansarblack.icr.ac.uk/target/Q8WW22/synopsis,,,,,,,,0,,0,-0.85,70,,,,,,,,,,
,P54725,RAD23A,"UV excision repair protein RAD23 homolog A",,"RD23A_HUMAN, RAD23A",Nucleus,"P54725 RD23A_HUMAN UV excision repair protein RAD23 homolog A P54725,K7ESE3,Q59EU8,Q5M7Z1  ","centriolar satellite, cytoplasm, cytosol, intracellular membrane-bounded organelle, nucleoplasm, nucleus, proteasome complex, protein-containing complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RD23A_HUMAN,https://cansarblack.icr.ac.uk/target/P54725/synopsis,,,,,,,,0,,0,0.85,89,,,,,,,,,,
,P0DP24,CALM2,Calmodulin-2,,"CALM2_HUMAN, CALM2, CAM2, CAMB","Cytoplasm, Cytoskeleton, Spindle, Cytoplasm, Cytoskeleton, Spindle pole, Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome","P0DP24 CALM2_HUMAN Calmodulin-2 P0DP24,P02593,P62158,P70667,P99014,Q13942,Q53S29,Q61379,Q61380,Q96HK3  CAM2, CAMB","calcium channel complex, catalytic complex, centrosome, cytoplasm, nucleus, plasma membrane, protein-containing complex, sarcomere, spindle microtubule, spindle pole, vesicle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CALM2_HUMAN,https://cansarblack.icr.ac.uk/target/P0DP24/synopsis,"100.00|P0DP24|CALM2|BENZIODARONE,PRENYLAMINE|Whole:::Protein","100.00|P0DP24|CALM2|BENZIODARONE,PRENYLAMINE|Whole:::Protein||50.99|P63316|TNNC1|BEPRIDIL,BEPRIDIL HYDROCHLORIDE|Whole:::Protein","100.00|P0DP24|CALM2|BENZIODARONE,PRENYLAMINE|Whole:::Protein||50.99|P63316|TNNC1|BEPRIDIL,BEPRIDIL HYDROCHLORIDE|Whole:::Protein",,,,,0,,0,,,,,,,,,,,,
,P0DPH7,TUBA3C,"Tubulin alpha-3C chain",,"TBA3C_HUMAN, TUBA3C, TUBA2","Cytoplasm, Cytoskeleton","P0DPH7 TBA3C_HUMAN Tubulin alpha-3C chain P0DPH7,A6NJQ0,Q13748,Q5W099,Q6PEY3,Q96F18 Alpha-tubulin 2, Alpha-tubulin 3C, Tubulin alpha-2 chain TUBA2","cytoplasm, microtubule, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TBA3C_HUMAN,https://cansarblack.icr.ac.uk/target/P0DPH7/synopsis,"99.07|Q6PEY2|TUBA3E|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein","99.07|Q6PEY2|TUBA3E|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||98.15|Q71U36|TUBA1A|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINDESINE,VINDESINE SULFATE,VINFLUNINE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||97.69|P68363|TUBA1B|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||97.45|Q9BQE3|TUBA1C|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||95.37|P68366|TUBA4A|BELANTAMAB MAFODOTIN,COLCHICINE,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein","99.07|Q6PEY2|TUBA3E|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||98.15|Q71U36|TUBA1A|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINDESINE,VINDESINE SULFATE,VINFLUNINE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||97.69|P68363|TUBA1B|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||97.45|Q9BQE3|TUBA1C|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||95.37|P68366|TUBA4A|BELANTAMAB MAFODOTIN,COLCHICINE,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||41.90|P12456|mec-7|MEBENDAZOLE|Whole:::Protein||41.47|P21148|TBB|ALBENDAZOLE,THIABENDAZOLE|Whole:::Protein||41.20|P07437|TUBB|BELANTAMAB MAFODOTIN,CABAZITAXEL,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINDESINE,VINDESINE SULFATE,VINFLUNINE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||41.20|Q9BUF5|TUBB6|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||40.74|P68371|TUBB4B|BELANTAMAB MAFODOTIN,COLCHICINE,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,PACLITAXEL,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||40.74|Q13509|TUBB3|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||40.51|P04350|TUBB4A|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||40.28|Q13885|TUBB2A|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||40.05|Q3ZCM7|TUBB8|BELANTAMAB MAFODOTIN,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein||39.95|Q9H4B7|TUBB1|BELANTAMAB MAFODOTIN,COLCHICINE,DOCETAXEL,DOCETAXEL,ERIBULIN,ERIBULIN MESYLATE,IXABEPILONE,VINBLASTINE,VINBLASTINE SULFATE,VINCRISTINE,VINCRISTINE SULFATE,VINORELBINE,VINORELBINE TARTRATE|Whole:::Protein",,,,,0,,0,,,,,,,,,,,,
,P17066,HSPA6,"Heat shock 70 kDa protein 6",,"HSP76_HUMAN, HSPA6, HSP70B'",,"P17066 HSP76_HUMAN Heat shock 70 kDa protein 6 P17066,Q1HBA8,Q8IYK7,Q9BT95 Heat shock 70 kDa protein B' HSP70B'","blood microparticle, centriole, cytoplasm, cytosol, extracellular exosome, extracellular region, ficolin-1-rich granule lumen, nucleus, plasma membrane, secretory granule lumen",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=HSP76_HUMAN,https://cansarblack.icr.ac.uk/target/P17066/synopsis,,,,,,,,0,,0,-1.15,67,,,,,,,,,,
,P68133,ACTA1,"Actin, alpha skeletal muscle",,"ACTS_HUMAN, ACTA1, ACTA","Cytoplasm, Cytoskeleton","P68133 ACTS_HUMAN Actin, alpha skeletal muscle P68133,P02568,P99020,Q5T8M9 Alpha-actin-1 ACTA","actin cytoskeleton, actin filament, blood microparticle, cell body, cytosol, dynactin complex, extracellular exosome, extracellular space, filopodium, lamellipodium, sarcomere, stress fiber, striated muscle thin filament",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ACTS_HUMAN,https://cansarblack.icr.ac.uk/target/P68133/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P48730,CSNK1D,"Casein kinase I isoform delta",2.7.11.1,"KC1D_HUMAN, CSNK1D, HCKID","Cytoplasm, Nucleus, Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Cytoplasm, Perinuclear region, Cell membrane, Cytoplasm, Cytoskeleton, Spindle, Golgi apparatus","P48730 KC1D_HUMAN Casein kinase I isoform delta P48730,A2I2P2,Q96KZ6,Q9BTN5 Tau-protein kinase CSNK1D HCKID","centrosome, ciliary basal body, cytoplasm, cytosol, endoplasmic reticulum-golgi intermediate compartment membrane, golgi apparatus, nucleoplasm, nucleus, perinuclear region of cytoplasm, plasma membrane, spindle, spindle microtubule",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=KC1D_HUMAN,https://cansarblack.icr.ac.uk/target/P48730/synopsis,"26.45|P07947|YES1|DASATINIB,VANDETANIB|Whole:::Protein",,,,,,,0,,0,1.1,91,,,,,,,,,,
,Q14008,CKAP5,"Cytoskeleton-associated protein 5",,"CKAP5_HUMAN, CKAP5, KIAA0097","Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Cytoplasm, Cytoskeleton, Spindle pole, Cytoplasm, Cytoskeleton, Spindle, Chromosome, Centromere, Kinetochore","Q14008 CKAP5_HUMAN Cytoskeleton-associated protein 5 Q14008,Q05D70,Q0VAX7,Q0VAX8,Q14668,Q2TA89,Q6NSH4 Colonic and hepatic tumor overexpressed gene protein KIAA0097","centrosome, condensed chromosome kinetochore, cytoplasm, cytosol, kinetochore, membrane, nucleolus, plasma membrane, protein-containing complex, spindle pole",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CKAP5_HUMAN,https://cansarblack.icr.ac.uk/target/Q14008/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O15530,PDPK1,"3-phosphoinositide-dependent protein kinase 1",2.7.11.1,"PDPK1_HUMAN, PDPK1, PDK1","Cytoplasm, Nucleus, Cell membrane, Cell junction, Focal adhesion","O15530 PDPK1_HUMAN 3-phosphoinositide-dependent protein kinase 1 O15530,H0Y4Z0,Q59EH6,Q6FI20,Q8IV52,Q9BRD5  PDK1","cell projection, cytoplasm, cytoplasmic vesicle, cytosol, focal adhesion, nucleus, perikaryon, plasma membrane, postsynaptic density",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PDPK1_HUMAN,https://cansarblack.icr.ac.uk/target/O15530/synopsis,37.63|P17252|PRKCA|MIDOSTAURIN|Whole:::Protein,,37.63|P17252|PRKCA|MIDOSTAURIN|Whole:::Protein||37.14|Q04759|PRKCQ|MIDOSTAURIN|Whole:::Protein||36.40|Q02156|PRKCE|MIDOSTAURIN|Whole:::Protein||36.20|P24723|PRKCH|MIDOSTAURIN|Whole:::Protein||35.84|P05771|PRKCB|MIDOSTAURIN|Whole:::Protein||35.69|P05129|PRKCG|MIDOSTAURIN|Whole:::Protein||35.13|Q05655|PRKCD|MIDOSTAURIN|Whole:::Protein,,,,,0,,0,1.35,93,,,,,,,,,,
,P27449,ATP6V0C,"V-type proton ATPase 16 kDa proteolipid subunit",,"VATL_HUMAN, ATP6V0C, ATP6C, ATP6L, ATPL","Vacuole membrane","P27449 VATL_HUMAN V-type proton ATPase 16 kDa proteolipid subunit P27449,Q6FH26 Vacuolar proton pump 16 kDa proteolipid subunit ATP6C, ATP6L, ATPL","azurophil granule membrane, endosome membrane, extracellular exosome, ficolin-1-rich granule membrane, focal adhesion, integral component of membrane, lysosomal membrane, phagocytic vesicle membrane, plasma membrane, proton-transporting v-type atpase, tertiary granule membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=VATL_HUMAN,https://cansarblack.icr.ac.uk/target/P27449/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P08708,RPS17,"40S ribosomal protein S17",,"RS17_HUMAN, RPS17, RPS17L",,"P08708 RS17_HUMAN 40S ribosomal protein S17 P08708,B2R4U4,P0CW22 Small ribosomal subunit protein eS17 RPS17L","cytosol, cytosolic ribosome, cytosolic small ribosomal subunit, focal adhesion, membrane, nucleoplasm, ribosome",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RS17_HUMAN,https://cansarblack.icr.ac.uk/target/P08708/synopsis,,,,,,,,0,,0,-0.95,69,,,,,,,,,,
,P18754,RCC1,"Regulator of chromosome condensation",,"RCC1_HUMAN, RCC1, CHC1","Nucleus, Chromosome, Cytoplasm","P18754 RCC1_HUMAN Regulator of chromosome condensation P18754,Q16269,Q6NT97 Cell cycle regulatory protein, Chromosome condensation protein 1 CHC1","chromatin, chromosome, condensed nuclear chromosome, cytoplasm, nuclear membrane, nucleoplasm, nucleus, protein-containing complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RCC1_HUMAN,https://cansarblack.icr.ac.uk/target/P18754/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q14CS0,UBXN2B,"UBX domain-containing protein 2B",,"UBX2B_HUMAN, UBXN2B","Nucleus, Cytoplasm, Cytosol, Endoplasmic reticulum, Golgi apparatus, Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome","Q14CS0 UBX2B_HUMAN UBX domain-containing protein 2B Q14CS0,B3KWZ3 NSFL1 cofactor p37, p97 cofactor p37 ","cytosol, endoplasmic reticulum, golgi apparatus, nucleus, spindle pole centrosome",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=UBX2B_HUMAN,https://cansarblack.icr.ac.uk/target/Q14CS0/synopsis,,,,,,,,0,,0,0.4,84,,,,,,,,,,
,P61956,SUMO2,"Small ubiquitin-related modifier 2",,"SUMO2_HUMAN, SUMO2, SMT3B, SMT3H2","Nucleus, Nucleus, PML body","P61956 SUMO2_HUMAN Small ubiquitin-related modifier 2 P61956,B2R4I2,P55855,Q32Q42,Q6IPZ6,Q96HK1 HSMT3, SMT3 homolog 2, SUMO-3, Sentrin-2, Ubiquitin-like protein SMT3B SMT3B, SMT3H2","nucleoplasm, nucleus, pml body",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SUMO2_HUMAN,https://cansarblack.icr.ac.uk/target/P61956/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P62701,RPS4X,"40S ribosomal protein S4, X isoform",,"RS4X_HUMAN, RPS4X, CCG2, RPS4, SCAR",Cytoplasm,"P62701 RS4X_HUMAN 40S ribosomal protein S4, X isoform P62701,P12631,P12750,P27576,P55831,Q14727,Q6IPY4 SCR10, Single copy abundant mRNA protein, Small ribosomal subunit protein eS4 CCG2, RPS4, SCAR","cytoplasmic ribonucleoprotein granule, cytosol, cytosolic ribosome, cytosolic small ribosomal subunit, extracellular exosome, focal adhesion, membrane, nucleoplasm, polysome, ribonucleoprotein complex, ribosome, small ribosomal subunit, synapse",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RS4X_HUMAN,https://cansarblack.icr.ac.uk/target/P62701/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P84077,ARF1,"ADP-ribosylation factor 1",,"ARF1_HUMAN, ARF1","Golgi apparatus, Cytoplasm, Perinuclear region, Cell junction, Synapse, Synaptosome, Cell junction, Synapse, Postsynaptic density, Membrane, Golgi apparatus, Trans-Golgi network membrane","P84077 ARF1_HUMAN ADP-ribosylation factor 1 P84077,P10947,P32889  ","cell leading edge, copi-coated vesicle, cytosol, extracellular exosome, focal adhesion, glutamatergic synapse, golgi membrane, late endosome, neuron projection, perinuclear region of cytoplasm, peroxisomal membrane, plasma membrane, postsynaptic density, protein-containing complex, sarcomere, trans-golgi network",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ARF1_HUMAN,https://cansarblack.icr.ac.uk/target/P84077/synopsis,,,,,,,,0,,0,-1.75,61,,,,,,,,,,
,Q8WUH2,TGFBRAP1,"Transforming growth factor-beta receptor-associated protein 1",,"TGFA1_HUMAN, TGFBRAP1","Cytoplasm, Early endosome","Q8WUH2 TGFA1_HUMAN Transforming growth factor-beta receptor-associated protein 1 Q8WUH2,A8K5R7,D3DVJ8,O60466  ","corvet complex, cytoplasm, early endosome, intracellular membrane-bounded organelle, membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TGFA1_HUMAN,https://cansarblack.icr.ac.uk/target/Q8WUH2/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P11309,PIM1,"Serine/threonine-protein kinase pim-1",2.7.11.1,"PIM1_HUMAN, PIM1","Cytoplasm, Nucleus, Cell membrane","P11309 PIM1_HUMAN Serine/threonine-protein kinase pim-1 P11309,Q38RT9,Q5T7H7,Q96RG3  ","cytoplasm, cytosol, nucleolus, nucleoplasm, nucleus, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PIM1_HUMAN,https://cansarblack.icr.ac.uk/target/P11309/synopsis,"41.25|Q02750|MAP2K1|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein",,"41.25|Q02750|MAP2K1|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein||40.00|P36507|MAP2K2|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein",,,,,0,,0,1.95,97,,,,,,,,,,
,Q92889,ERCC4,"DNA repair endonuclease XPF",3.1.-.-,"XPF_HUMAN, ERCC4, ERCC11, XPF",Nucleus,"Q92889 XPF_HUMAN DNA repair endonuclease XPF Q92889,A5PKV6,A8K111,O00140,Q8TD83 DNA excision repair protein ERCC-4, DNA repair protein complementing XP-F cells, Xeroderma pigmentosum group F-complementing protein ERCC11, XPF","chromosome, ercc4-ercc1 complex, nucleoplasm, nucleotide-excision repair complex, nucleotide-excision repair factor 1 complex, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=XPF_HUMAN,https://cansarblack.icr.ac.uk/target/Q92889/synopsis,,,,,,,,0,,0,0.5,85,,,,,,,,,,
,P52732,KIF11,"Kinesin-like protein KIF11",,"KIF11_HUMAN, KIF11, EG5, KNSL1, TRIP5","Cytoplasm, Cytoplasm, Cytoskeleton, Spindle pole","P52732 KIF11_HUMAN Kinesin-like protein KIF11 P52732,A0AV49,B2RMV3,Q15716,Q5VWX0 Kinesin-like protein 1, Kinesin-like spindle protein HKSP, Kinesin-related motor protein Eg5, Thyroid receptor-interacting protein 5 EG5, KNSL1, TRIP5","cytosol, kinesin complex, membrane, microtubule, mitotic spindle, nucleus, protein-containing complex, spindle, spindle pole",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=KIF11_HUMAN,https://cansarblack.icr.ac.uk/target/P52732/synopsis,,,,,,,,0,,0,1.45,94,,,,,,,,,,
